,Year - Month,Carrier,Destination,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
3,2017-02,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,611","1,212,606","233,299","172,044",74%,"60,860,020","185,985",1
4,2017-02,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","New York, NY (LGA)",3,"2,546",465,61,13%,"105,000",0,0
5,2017-02,CFM Inc d/b/a Contour Airlines (Domestic),"New York, NY (LGA)",1,"2,197",13,9,69%,"3,770",0,0
6,2017-02,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","1,735","1,460,241","254,494","195,012",77%,"62,343,278","219,754",0
7,2017-02,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,005","1,116,122","137,615","89,898",65%,"38,007,376",313,0
8,2017-02,Envoy Air (Domestic),"New York, NY (LGA)",390,"185,138","19,526","10,042",51%,"4,825,400","1,566",0
9,2017-02,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)",965,"539,788","61,581","35,744",58%,"15,672,440",17,0
10,2017-02,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",54,"50,166","9,720","8,212",84%,"1,956,000",0,0
11,2017-02,Gulf And Caribbean Cargo (Domestic),"New York, NY (LGA)",1,762,0,0,-,"57,000",982,0
12,2017-02,Jazz Aviation LP (International),"New York, NY (LGA)",61,"19,947","3,050","1,874",61%,"915,000",0,0
13,2017-02,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",2,"1,755",25,8,32%,"12,060",0,0
14,2017-02,"Jet Aviation Flight Services, Inc. (International)","New York, NY (LGA)",1,"3,929",13,1,8%,"6,500",0,0
15,2017-02,JetBlue Airways (Domestic),"New York, NY (LGA)",455,"354,523","60,050","47,396",79%,"15,180,200",0,0
16,2017-02,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",59,"21,820","4,184","3,768",90%,"1,085,740",0,0
17,2017-02,Miami Air International (Domestic),"New York, NY (LGA)",1,660,154,35,23%,"29,700",0,0
18,2017-02,Piedmont Airlines (Domestic),"New York, NY (LGA)",12,"1,152",600,377,63%,"153,300",49,0
19,2017-02,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",158,"74,398","9,009","5,203",58%,"2,317,990","2,099",21
20,2017-02,Republic Airlines (Domestic),"New York, NY (LGA)","2,292","1,362,976","169,807","86,724",51%,"48,248,280",0,0
21,2017-02,Republic Airlines (Latin America),"New York, NY (LGA)",10,"3,570",760,416,55%,"218,030",0,0
22,2017-02,Sky Regional Airlines Inc. (International),"New York, NY (LGA)",144,"47,151","10,508","7,872",75%,"2,657,763","3,483",0
23,2017-02,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",64,"46,912","4,864","4,500",93%,"972,800",0,0
24,2017-02,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",793,"752,255","114,935","84,867",74%,"27,821,800","180,550",0
25,2017-02,Spirit Air Lines (Domestic),"New York, NY (LGA)",289,"243,081","55,089","43,632",79%,"11,026,200",0,0
26,2017-02,Tradewind Aviation (Domestic),"New York, NY (LGA)",1,229,8,3,38%,"3,450",0,0
27,2017-02,Trans States Airlines (Domestic),"New York, NY (LGA)",622,"288,573","31,100","18,763",60%,"6,915,396",0,0
28,2017-02,United Air Lines Inc. (Domestic),"New York, NY (LGA)",554,"665,337","81,362","66,572",82%,"20,539,025","8,485",0
29,2017-02,Virgin America (Domestic),"New York, NY (LGA)",89,"122,909","10,648","7,610",71%,"3,364,892",0,0
30,2017-02,Westjet (International),"New York, NY (LGA)",168,"59,976","20,951","13,412",64%,"5,098,638",0,0
1,2017-03,Air Canada (International),"New York, NY (LGA)",381,"134,169","42,742","33,896",79%,"10,559,070","8,779",0
2,2017-03,Air Wisconsin Airlines Corp (Domestic),"New York, NY (LGA)",17,"5,695",850,462,54%,"208,080",0,0
3,2017-03,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,795","1,360,659","263,050","214,419",82%,"69,125,420","226,299","22,449"
4,2017-03,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","New York, NY (LGA)",4,"1,828",620,163,26%,"140,000",0,0
5,2017-03,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","2,211","1,889,488","331,415","277,521",84%,"84,300,812","221,554",0
6,2017-03,Eastern Airlines Group Inc. (Domestic),"New York, NY (LGA)",2,"2,172",156,24,15%,"94,000",0,0
7,2017-03,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,182","1,201,976","151,781","110,290",73%,"42,056,284",689,0
8,2017-03,Envoy Air (Domestic),"New York, NY (LGA)","1,004","453,496","50,200","31,902",64%,"12,399,400","9,251",0
9,2017-03,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)","1,304","693,974","83,038","56,464",68%,"21,225,220",176,0
10,2017-03,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",59,"54,644","10,620","9,244",87%,"2,142,000",0,0
11,2017-03,GoJet Airlines LLC d/b/a United Express (Domestic),"New York, NY (LGA)",1,431,70,0,0%,"17,610",0,0
12,2017-03,Jazz Aviation LP (International),"New York, NY (LGA)",51,"16,677","2,550","1,554",61%,"764,999",0,0
13,2017-03,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",1,"5,021",12,8,67%,"2,400",0,0
14,2017-03,"Jet Aviation Flight Services, Inc. (International)","New York, NY (LGA)",1,"3,441",12,0,0%,"2,400",0,0
15,2017-03,JetBlue Airways (Domestic),"New York, NY (LGA)",504,"390,501","66,250","54,068",82%,"16,755,200",0,0
16,2017-03,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",62,"23,694","4,388","4,068",93%,"1,141,880",0,0
17,2017-03,Piedmont Airlines (Domestic),"New York, NY (LGA)",26,"2,496","1,300",934,72%,"314,730",158,0
18,2017-03,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",187,"86,703","10,511","7,560",72%,"2,706,750","1,248",0
19,2017-03,Republic Airlines (Domestic),"New York, NY (LGA)","2,652","1,606,658","196,374","125,675",64%,"55,785,595",0,0
20,2017-03,Sky Regional Airlines Inc. (International),"New York, NY (LGA)",137,"44,784","9,987","7,936",79%,"2,486,217","3,771",0
21,2017-03,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",94,"68,902","7,144","6,756",95%,"1,428,800",0,0
22,2017-03,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",865,"824,904","124,905","107,961",86%,"30,241,800","223,129",0
23,2017-03,Spirit Air Lines (Domestic),"New York, NY (LGA)",320,"269,191","60,882","52,574",86%,"12,197,200",0,0
24,2017-03,Trans States Airlines (Domestic),"New York, NY (LGA)",157,"77,954","7,850","5,488",70%,"1,745,526",0,0
25,2017-03,United Air Lines Inc. (Domestic),"New York, NY (LGA)",646,"774,949","96,202","85,886",89%,"24,482,062","8,246",0
26,2017-03,Virgin America (Domestic),"New York, NY (LGA)",85,"117,385","10,169","8,070",79%,"3,213,604",0,0
27,2017-03,Westjet (International),"New York, NY (LGA)",188,"67,116","23,135","16,541",71%,"5,619,779",0,0
1,2017-04,Air Canada (International),"New York, NY (LGA)",395,"137,718","46,166","40,218",87%,"11,727,980","8,771",0
2,2017-04,Air Wisconsin Airlines Corp (Domestic),"New York, NY (LGA)",20,"6,700","1,000",598,60%,"244,800",0,0
3,2017-04,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,758","1,339,025","259,267","218,595",84%,"67,983,900","305,494","108,683"
4,2017-04,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","2,054","1,730,457","311,131","259,980",84%,"78,849,590","208,270",0
5,2017-04,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,368","1,320,254","167,075","126,025",75%,"46,460,746",535,0
6,2017-04,Envoy Air (Domestic),"New York, NY (LGA)","1,142","512,644","57,100","39,320",69%,"14,103,700","21,629",10
7,2017-04,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)","1,012","514,020","64,422","46,538",72%,"16,568,780",35,0
8,2017-04,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",70,"66,830","12,300","10,865",88%,"2,474,400",0,0
9,2017-04,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",1,479,12,0,0%,"2,400",0,0
10,2017-04,"Jet Aviation Flight Services, Inc. (International)","New York, NY (LGA)",1,357,12,1,8%,"2,400",0,0
11,2017-04,JetBlue Airways (Domestic),"New York, NY (LGA)",495,"385,444","65,150","54,368",83%,"16,474,600",0,0
12,2017-04,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",80,"20,694","5,612","5,244",93%,"1,478,720",0,0
13,2017-04,Piedmont Airlines (Domestic),"New York, NY (LGA)",24,"2,304","1,200",910,76%,"306,600",23,0
14,2017-04,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",190,"84,438","10,722","8,164",76%,"2,764,310","6,065",0
15,2017-04,Republic Airlines (Domestic),"New York, NY (LGA)","2,660","1,652,249","196,998","132,741",67%,"55,960,019",0,0
16,2017-04,Sky Regional Airlines Inc. (International),"New York, NY (LGA)",113,"37,107","8,249","6,990",85%,"1,977,974",757,0
17,2017-04,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",110,"79,998","8,360","7,889",94%,"1,672,000",0,0
18,2017-04,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",866,"830,438","124,990","107,534",86%,"30,256,400","226,860",0
19,2017-04,Spirit Air Lines (Domestic),"New York, NY (LGA)",321,"268,872","61,630","52,769",86%,"12,332,200",0,0
20,2017-04,Trans States Airlines (Domestic),"New York, NY (LGA)",7,"3,704",350,262,75%,"77,826",0,0
21,2017-04,United Air Lines Inc. (Domestic),"New York, NY (LGA)",633,"753,543","93,282","82,844",89%,"23,940,635","16,327",0
22,2017-04,Virgin America (Domestic),"New York, NY (LGA)",74,"102,194","8,806","7,831",89%,"2,798,828",0,0
23,2017-04,Westjet (International),"New York, NY (LGA)",171,"61,047","21,865","17,477",80%,"5,322,667",0,0
1,2017-05,Air Wisconsin Airlines Corp (Domestic),"New York, NY (LGA)",24,"8,040","1,200",934,78%,"293,760",0,0
2,2017-05,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,909","1,433,670","282,527","241,921",86%,"74,210,640","143,148","87,033"
3,2017-05,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","2,130","1,761,105","323,540","277,328",86%,"82,286,498","223,762",0
4,2017-05,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,159","1,231,919","152,801","120,884",79%,"42,524,952",966,0
5,2017-05,Envoy Air (Domestic),"New York, NY (LGA)","1,011","463,686","50,550","36,269",72%,"12,485,850","15,683",0
6,2017-05,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)","1,047","556,653","66,201","50,215",76%,"17,216,300",0,0
7,2017-05,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",90,"90,222","15,240","13,400",88%,"3,084,000",0,0
8,2017-05,GoJet Airlines LLC d/b/a United Express (Domestic),"New York, NY (LGA)",1,888,70,36,51%,"17,610",0,0
9,2017-05,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",1,11,8,0,0%,"3,400",0,0
10,2017-05,JetBlue Airways (Domestic),"New York, NY (LGA)",492,"379,877","64,750","53,981",83%,"16,373,600",0,0
11,2017-05,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",66,"24,610","4,668","4,320",93%,"1,215,880",0,0
12,2017-05,Miami Air International (Domestic),"New York, NY (LGA)",1,733,173,157,91%,"42,500",0,0
13,2017-05,Piedmont Airlines (Domestic),"New York, NY (LGA)",25,"2,400","1,250",881,70%,"319,375",25,0
14,2017-05,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",204,"93,550","11,513","9,340",81%,"2,969,520","2,542",0
15,2017-05,Republic Airlines (Domestic),"New York, NY (LGA)","2,862","1,798,035","211,038","146,938",70%,"59,876,245",0,0
16,2017-05,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",104,"76,232","7,904","7,492",95%,"1,580,800",0,0
17,2017-05,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",910,"863,420","131,122","117,152",89%,"31,754,000","216,712",0
18,2017-05,Spirit Air Lines (Domestic),"New York, NY (LGA)",300,"255,437","59,312","53,072",89%,"11,867,400",0,0
19,2017-05,Tradewind Aviation (Domestic),"New York, NY (LGA)",1,168,8,2,25%,"3,450",0,0
20,2017-05,Trans States Airlines (Domestic),"New York, NY (LGA)",47,"10,763","2,350","2,062",88%,"522,546",0,0
21,2017-05,United Air Lines Inc. (Domestic),"New York, NY (LGA)",678,"796,664","100,797","90,731",90%,"25,638,855","51,180",96
22,2017-05,Virgin America (Domestic),"New York, NY (LGA)",81,"111,861","9,639","8,507",88%,"3,063,582",0,0
1,2017-06,Air Wisconsin Airlines Corp (Domestic),"New York, NY (LGA)",49,"15,440","2,450","1,868",76%,"599,760",0,0
2,2017-06,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,769","1,360,381","266,495","221,866",83%,"70,294,500","171,984","82,269"
3,2017-06,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","1,996","1,719,802","296,457","248,906",84%,"75,336,351","232,669",0
4,2017-06,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,058","1,144,687","145,298","115,544",80%,"40,407,262",73,0
5,2017-06,Envoy Air (Domestic),"New York, NY (LGA)",970,"449,001","48,513","35,622",73%,"11,983,950","14,544",888
6,2017-06,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)","1,223","684,864","77,635","60,733",78%,"20,361,800",0,0
7,2017-06,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",90,"89,010","15,300","13,983",91%,"3,099,600",0,0
8,2017-06,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",1,62,13,0,0%,"2,600",0,0
9,2017-06,JetBlue Airways (Domestic),"New York, NY (LGA)",482,"368,684","63,400","49,289",78%,"16,033,200",0,0
10,2017-06,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",103,"36,644","7,276","6,564",90%,"1,898,460",0,0
11,2017-06,Miami Air International (Domestic),"New York, NY (LGA)",2,833,346,70,20%,"85,000",0,0
12,2017-06,Piedmont Airlines (Domestic),"New York, NY (LGA)",30,"2,880","1,500","1,198",80%,"383,250",103,0
13,2017-06,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",198,"91,105","11,243","9,072",81%,"2,904,510","2,097",340
14,2017-06,Republic Airlines (Domestic),"New York, NY (LGA)","2,926","1,818,266","216,157","146,024",68%,"61,377,366",0,0
15,2017-06,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",99,"72,567","7,524","7,277",97%,"1,504,800",0,0
16,2017-06,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",905,"873,721","130,343","119,773",92%,"31,532,200","227,864",0
17,2017-06,Spirit Air Lines (Domestic),"New York, NY (LGA)",305,"256,827","59,924","51,936",87%,"12,000,600",0,0
18,2017-06,Trans States Airlines (Domestic),"New York, NY (LGA)",10,"2,290",500,457,91%,"111,180",0,0
19,2017-06,United Air Lines Inc. (Domestic),"New York, NY (LGA)",737,"859,960","114,782","106,418",93%,"28,263,975","20,619",0
20,2017-06,Virgin America (Domestic),"New York, NY (LGA)",77,"106,337","9,163","8,374",91%,"2,912,294",0,0
1,2017-07,Air Wisconsin Airlines Corp (Domestic),"New York, NY (LGA)",51,"16,110","2,550","1,798",71%,"624,240",0,780
2,2017-07,American Airlines Inc. (Domestic),"New York, NY (LGA)","1,757","1,376,659","267,670","222,805",83%,"70,634,510","209,844","83,730"
3,2017-07,Delta Air Lines Inc. (Domestic),"New York, NY (LGA)","1,946","1,716,052","282,791","247,603",88%,"71,960,469","191,031",0
4,2017-07,Endeavor Air Inc. (Domestic),"New York, NY (LGA)","2,019","1,116,279","143,238","112,763",79%,"39,883,754",83,0
5,2017-07,Envoy Air (Domestic),"New York, NY (LGA)",945,"434,516","47,250","33,460",71%,"11,670,750","18,983",0
6,2017-07,ExpressJet Airlines Inc. (Domestic),"New York, NY (LGA)","1,133","639,124","71,986","53,674",75%,"18,827,160",0,0
7,2017-07,Frontier Airlines Inc. (Domestic),"New York, NY (LGA)",93,"91,977","15,810","14,069",89%,"3,200,400",0,0
8,2017-07,"Jet Aviation Flight Services, Inc. (Domestic)","New York, NY (LGA)",1,65,14,2,14%,"2,800",0,0
9,2017-07,JetBlue Airways (Domestic),"New York, NY (LGA)",488,"378,723","64,550","49,769",77%,"16,313,600",0,0
10,2017-07,Mesa Airlines Inc. (Domestic),"New York, NY (LGA)",106,"46,827","7,546","6,868",91%,"1,947,560",0,0
11,2017-07,Miami Air International (Domestic),"New York, NY (LGA)",3,"2,199",549,467,85%,"127,500",0,0
12,2017-07,Piedmont Airlines (Domestic),"New York, NY (LGA)",26,"2,496","1,300","1,059",81%,"332,150",107,0
13,2017-07,PSA Airlines Inc. (Domestic),"New York, NY (LGA)",189,"85,428","10,594","7,980",75%,"2,719,000","3,922",0
14,2017-07,Republic Airlines (Domestic),"New York, NY (LGA)","2,730","1,700,927","201,501","129,104",64%,"57,193,441",0,0
15,2017-07,SkyWest Airlines Inc. (Domestic),"New York, NY (LGA)",85,"62,305","6,460","6,092",94%,"1,292,000",0,0
16,2017-07,Southwest Airlines Co. (Domestic),"New York, NY (LGA)",920,"891,038","132,712","120,340",91%,"32,132,000","222,939",0
17,2017-07,Spirit Air Lines (Domestic),"New York, NY (LGA)",319,"268,141","62,778","54,623",87%,"30,619,000",0,0
18,2017-07,United Air Lines Inc. (Domestic),"New York, NY (LGA)",721,"833,946","110,464","98,988",90%,"27,362,955","21,441",0
19,2017-07,Virgin America (Domestic),"New York, NY (LGA)",77,"106,337","9,163","7,947",87%,"2,912,294",0,0
